Date,Price,Open,High,Low,Change %,diff_1,label,sma,ema,cma,macd,macd_s,macd_h,roc,rsi,Bollinger_up,Bollinger_down,cci,diff_n,Momentum
2013-01-15,1.3304,1.3382,1.3394,1.3268,-0.59%,-0.0079,0.0,,1.3318685658065197,1.3188545454545455,,,,0.0168921501184743,61.78612164659143,,,,0.0017,101.83710961420698
2013-01-16,1.329,1.3304,1.3325,1.3257,-0.11%,-0.0014,0.0,,1.329661976674248,1.3197,,,,0.0172994488671157,59.42711346962953,,,,0.0028000000000001,100.14316931655489
2013-01-17,1.3377,1.3291,1.339,1.3271,0.65%,0.0086999999999999,0.0,,1.3358450715727586,1.3210846153846154,,,,0.0079873408183256,68.14727022662888,,,,-9.9999999999989e-05,100.24730215827337
2013-01-18,1.3319,1.3377,1.3403,1.3281,-0.43%,-0.0057999999999998,2.0,,1.332810401128489,1.3218571428571428,,,,-0.0018735011990407,58.47907277505927,,,,0.0142999999999999,99.52178136441755
2013-01-21,1.3314,1.3321,1.3333,1.33,-0.04%,-0.0005000000000001,2.0,,1.3317254771831932,1.3224933333333333,,,,-0.0051557946648734,57.66530302234417,,,,0.0141999999999999,100.07516536380035
2013-01-22,1.3321,1.3312,1.3373,1.3268,0.05%,0.0007000000000001,2.0,,1.3320135716576786,1.32309375,,,,0.0012778111846061,58.5960230638528,,,,0.0171999999999998,100.23325808878857
2013-01-23,1.3318,1.3321,1.3356,1.3265,-0.02%,-0.0002999999999999,2.0,,1.3318492857671542,1.3236058823529413,,,,0.0021068472535742,57.9658412371645,,,,0.0249999999999999,99.55894445690365
2013-01-24,1.3376,1.3319,1.3394,1.3287,0.44%,0.0057999999999998,2.0,,1.3362729121001278,1.3243833333333332,,,,-7.47551767959849e-05,66.09908515720173,,,,0.0203000000000002,100.42796005706131
2013-01-25,1.3462,1.3377,1.3481,1.335,0.64%,0.0086000000000001,2.0,,1.343909133561574,1.3255315789473685,,,,0.010736541782416,74.5304965384923,,,,0.0178,101.1116118371639
2013-01-28,1.3456,1.3464,1.3478,1.3424,-0.04%,-0.0006000000000001,2.0,1.326535,1.345209800052671,1.326535,,,,0.0106654649241399,73.06759736545594,1.3526737612963062,1.3003962387036938,103.89703083409412,0.0058,101.01343742962239
2013-01-29,1.3493,1.3455,1.3498,1.3415,0.27%,0.0037,2.0,1.327975,1.3483561077044626,1.3276190476190477,,,,0.0129119435477816,76.36808210686918,1.3558307090434942,1.3001192909565056,99.22455384211608,0.0091000000000001,101.3140111127797
2013-01-30,1.3568,1.3491,1.3588,1.3481,0.56%,0.0075,0.0,1.329885,1.3548514094702608,1.3289454545454544,,,,0.0187715873254241,81.63259203709289,1.3601669922170192,1.2996030077829808,118.4747870232218,-0.0044999999999999,101.4354066985646
2013-01-31,1.3579,1.3567,1.3594,1.354,0.08%,0.0011000000000001,1.0,1.33254,1.3571964791085218,1.330204347826087,,,,0.0151764354066987,82.29988181920588,1.3628727094595576,1.3022072905404425,114.7943051680687,-0.0183000000000002,100.86911305898083
2013-02-01,1.364,1.3577,1.3712,1.3572,0.45%,0.0060999999999999,1.0,1.335395,1.3624299567173512,1.3316125,,,,0.0132224038032982,85.6384046153919,1.3663096516106938,1.304480348389306,129.4547924414154,-0.0275,101.36741973840668
2013-02-04,1.3514,1.3642,1.3659,1.3504,-0.92%,-0.0126000000000001,1.0,1.33738,1.353945374627081,1.332404,,,,0.0043103448275862,59.07977638635791,1.3669579149473328,1.3078020850526673,86.53468927148732,-0.0106999999999999,100.15563625583637
2013-02-05,1.3584,1.3514,1.3599,1.3459,0.52%,0.0070000000000001,1.0,1.3398850000000002,1.3573720095293265,1.3334038461538462,0.0095752674864983,,,0.0067442377529089,65.86562841326938,1.3675150580032551,1.3122549419967453,75.89695725613464,-0.0130000000000001,100.11792452830188
2013-02-06,1.3523,1.3584,1.3598,1.3495,-0.45%,-0.0060999999999999,1.0,1.3421800000000002,1.353470463737537,1.3341037037037038,0.0091622809277127,,,-0.0033166273584905,56.452587596223175,1.3653670744392803,1.31899292556072,69.81398106893079,-0.0070000000000001,99.58759849768025
2013-02-07,1.3396,1.3521,1.3577,1.3369,-0.94%,-0.0127000000000001,0.0,1.3428049999999998,1.342800876247124,1.3343,0.0077211970890322,,,-0.0134766919508065,42.02482942795497,1.3649301440673294,1.3206798559326702,13.846346355789583,-0.0034999999999998,98.21114369501464
2013-02-08,1.3365,1.3398,1.3431,1.3354,-0.23%,-0.0030999999999998,0.0,1.34291,1.337954048364721,1.3343758620689654,0.0062568585021567,,,-0.0201612903225807,39.20294287328723,1.3648866287343262,1.320933371265674,-27.5145539145361,-0.0001999999999999,98.89743969217109
2013-02-11,1.3407,1.3359,1.3428,1.3325,0.31%,0.0041999999999999,1.0,1.3430300000000002,1.3400663188533972,1.3345866666666666,0.0053733241847797,,,-0.0079177149622613,44.97859190667809,1.3649267048710674,1.321133295128933,-25.924610556867314,-0.0055,98.6969964664311
2013-02-12,1.3454,1.3406,1.3476,1.3365,0.35%,0.0046999999999999,1.0,1.34378,1.34416915050463,1.3349354838709675,0.0049947907545295,,,-0.0095700824499411,50.99028607529252,1.3648678463375945,1.3226921536624057,-1.3959256053481486,-0.0065999999999999,99.48975818975079
2013-02-13,1.3453,1.3453,1.3521,1.3426,-0.01%,-9.9999999999989e-05,1.0,1.344595,1.3450390347318375,1.335259375,0.004633321078356,,,-0.005176366190934,50.853878243487344,1.364504741069983,1.3246852589300169,16.199529560274673,-0.0171999999999998,100.4255001492983
2013-02-14,1.3361,1.3451,1.3456,1.3314,-0.68%,-0.0091999999999998,1.0,1.344515,1.338162854168886,1.3352848484848483,0.0035634138268998,,,-0.0026127202149894,39.60644439572204,1.3645538333519034,1.3244761666480964,-45.960452225527845,-0.0172000000000001,99.9700710811822
2013-02-15,1.3363,1.3363,1.3394,1.3306,0.01%,0.0001999999999999,1.0,1.344735,1.3367298894235893,1.335314705882353,0.002700513116193,0.0054605830250218,-0.0027600699088288,-0.000149644594089,39.93964618889432,1.3642812501451542,1.3251887498548458,-62.84969642605673,-0.0173,99.6718132318938
2013-02-18,1.3352,1.3357,1.3377,1.3321,-0.08%,-0.0011000000000001,1.0,1.344925,1.3355530514054437,1.3353114285714287,0.0019059269398136,0.0047496518079801,-0.0028437248681665,-0.0041023346013277,38.588551448336304,1.3639935053094612,1.3258564946905391,-68.56125223286081,-0.0289999999999999,99.24186115653337
2013-02-19,1.3388,1.3352,1.3397,1.3329,0.27%,0.0036,1.0,1.34526,1.338050704170487,1.3354083333333333,0.0015488474347891,0.0041094909333419,-0.0025606434985528,-0.0049056042812546,45.54485082767114,1.3636013711247807,1.3269186288752195,-57.0394908226575,-0.0325999999999999,99.51683639336952
2013-02-20,1.3281,1.3387,1.3434,1.327,-0.80%,-0.0106999999999999,1.0,1.345075,1.3303963163470356,1.3352108108108107,0.0003978723532482,0.0033671672173232,-0.0029692948640749,-0.0127852523600682,32.802172609633786,1.3640516476990758,1.3260983523009242,-90.131402607618,-0.0141999999999999,99.4012424219744
2013-02-21,1.3189,1.3283,1.3291,1.3161,-0.69%,-0.0092,1.0,1.34414,1.3215529960800851,1.3347815789473685,-0.001242326042298,0.0024452685653989,-0.003687594607697,-0.0128732879275504,25.67542948122042,1.3662512402946672,1.3220287597053326,-149.26344737639755,-0.0132999999999998,98.69789717877721
2013-02-22,1.319,1.319,1.3247,1.3146,0.01%,9.9999999999989e-05,1.0,1.34278,1.3195891529415582,1.3343769230769231,-0.0025052469955912,0.0014551654532009,-0.0039604124487922,-0.0129461947167552,25.87740521266936,1.367544541714231,1.3180154582857693,-135.43024281083336,-0.0167999999999999,98.7866986219293
2013-02-25,1.3062,1.3175,1.3319,1.3047,-0.97%,-0.0127999999999999,0.0,1.34081,1.309289804524975,1.3336725,-0.0044872477767119,0.0002666828072183,-0.0047539305839303,-0.0217195925704013,18.46603738260132,1.3704237165942812,1.311196283405719,-136.79924417742217,-0.0036,97.56498356737377
2013-02-26,1.3062,1.3062,1.3121,1.3018,0.00%,0.0,0.0,1.338655,1.306913031813456,1.3330024390243902,-0.0059889606647498,-0.0009844458871752,-0.0050045147775745,-0.0243501643262622,18.46603738260132,1.3717370654226977,1.3055729345773022,-142.79237588215082,-0.0011000000000001,98.3510277840524
2013-02-27,1.3139,1.306,1.3148,1.3041,0.59%,0.0077,1.0,1.33651,1.3122876227261822,1.332547619047619,-0.0064830210680304,-0.0020841609233463,-0.0043988601446841,-0.0106919659664181,33.67875719622681,1.3701960364636692,1.302823963536331,-108.99962387288346,-0.0172000000000001,99.62089620137995
2013-02-28,1.3056,1.3138,1.3163,1.3051,-0.63%,-0.0082999999999999,0.0,1.333895,1.307143297552196,1.331920930232558,-0.0074583331097115,-0.0031589953606193,-0.0042993377490921,-0.0100841610432935,27.335283148601263,1.3686912172777754,1.299098782722225,-103.93979799786985,0.0049999999999998,98.98407884761184
2013-03-01,1.3022,1.3055,1.3102,1.2967,-0.26%,-0.0034,0.0,1.330805,1.303340760973584,1.3312454545454546,-0.0084086962978124,-0.0042089355480579,-0.0041997607497544,-0.0127369219105382,25.10065674172138,1.3653196483013872,1.2962903516986128,-115.72813688784538,-0.0016,99.69376818251416
2013-03-04,1.3026,1.3018,1.3032,1.2982,0.03%,0.0003999999999999,0.0,1.3283650000000002,1.302770944840058,1.330608888888889,-0.0090255484104522,-0.0051722581205368,-0.0038532902899153,-0.0027560863573725,25.922701504073643,1.363640712533369,1.2930892874666315,-109.40913216158626,0.0019,99.72439136426274
2013-03-05,1.3051,1.3026,1.3077,1.3009,0.19%,0.0024999999999999,0.0,1.3257,1.304562525732321,1.330054347826087,-0.0092065516507202,-0.0059791168265735,-0.0032274348241467,-0.0008421374980861,31.35581913497488,1.359441743629485,1.2919582563705148,-88.25273178070985,-0.0017,99.3302382220869
2013-03-06,1.2967,1.3053,1.3072,1.2963,-0.64%,-0.0083999999999999,0.0,1.32292,1.2985144290151511,1.3293446808510638,-0.009913530808757,-0.0067659996230102,-0.0031475311857467,-0.013090798386483,24.41379088591177,1.356595766704826,1.2892442332951737,-97.05509116497235,-0.0005999999999999,99.31832107843135
2013-03-07,1.3106,1.2967,1.3121,1.2967,1.07%,0.0139,1.0,1.32147,1.3078110220804195,1.3289541666666669,-0.0092456252395975,-0.0072619247463276,-0.0019837004932699,0.003829656862745,46.87199973564386,1.354614919432856,1.2883250805671442,-64.60029669386905,-0.0100999999999999,100.64506220242666
2013-03-08,1.3006,1.3107,1.3136,1.2957,-0.76%,-0.01,2.0,1.319675,1.3022640820185585,1.3283755102040815,-0.0094146949476396,-0.00769247878659,-0.0017222161610495,-0.0012286899093841,37.59862823692056,1.3532779369017205,1.2860720630982794,-70.24068877772757,0.0070000000000001,99.84646092430523
2013-03-11,1.3045,1.2999,1.3054,1.298,0.30%,0.0039,1.0,1.3178649999999998,1.3039840189273595,1.3278980000000002,-0.0091287558875854,-0.0079797342067891,-0.0011490216807962,0.0014586212191002,42.70004678545026,1.350587776551862,1.2851422234481376,-66.14164377112391,-0.0088999999999999,99.95402651137844
2013-03-12,1.3034,1.3044,1.3076,1.2992,-0.08%,-0.0011000000000001,1.0,1.315765,1.3035347735986214,1.3274176470588237,-0.008888447440106,-0.0081614768534525,-0.0007269705866535,-0.0013025821776109,41.59342928655131,1.346369662527481,1.2851603374725191,-57.43342177922119,-0.0150999999999998,100.5166962288887
2013-03-13,1.2961,1.3034,1.3065,1.2923,-0.56%,-0.0072999999999998,0.0,1.313305,1.2978157169842972,1.3268153846153845,-0.0091812149249572,-0.0083654244677534,-0.0008157904572037,-0.0004627130407958,34.70607048130729,1.3417467391577187,1.2848632608422812,-75.2286109001218,-0.0028000000000001,98.89363650236534
2013-03-14,1.3005,1.2961,1.3033,1.2911,0.34%,0.0043999999999999,1.0,1.311525,1.2998805500732995,1.3263188679245284,-0.008954964778616,-0.0084833325299259,-0.00047163224869,-0.007706394018007,41.448880264769485,1.3383712189830177,1.2846787810169826,-69.50870707172432,-0.0106999999999999,99.99231124096572
2013-03-15,1.3076,1.3005,1.3109,1.2999,0.55%,0.0071000000000001,1.0,1.31009,1.305818588478454,1.3259722222222223,-0.0081092706209,-0.0084085201481208,0.0002992495272207,0.0053821313240043,50.891241956587805,1.334298906581972,1.285881093418028,-25.05583260607046,-0.0088000000000001,100.23763894212343
2013-03-18,1.2956,1.2959,1.2997,1.2882,-0.92%,-0.012,1.0,1.30811,1.29795813580272,1.32542,-0.0083115413449585,-0.0083891243874883,7.758304252977223e-05,-0.00682253737064,38.71537910551296,1.330042326537974,1.2861776734620258,-83.99845839943053,-0.0104000000000001,99.40156513733315
2013-03-19,1.2883,1.2957,1.2971,1.2845,-0.56%,-0.0073,0.0,1.305585,1.2905288005698583,1.324757142857143,-0.0089576333214151,-0.0085028261742737,-0.0004548071471414,-0.0115850851618842,33.14851854989888,1.3239836584179072,1.2871863415820928,-110.89083844035328,-0.0021999999999999,99.39819458375125
2013-03-20,1.2933,1.2881,1.2978,1.2854,0.39%,0.0049999999999998,1.0,1.303845,1.292660492439198,1.3242052631578949,-0.0089628890485942,-0.0085948387491378,-0.0003680502994563,-0.002160327135252,39.97016246009397,1.3196821282617408,1.2880078717382597,-99.54371894914692,-0.0152999999999998,99.44636678200692
2013-03-21,1.2898,1.2932,1.2956,1.288,-0.27%,-0.0034999999999998,1.0,1.3023900000000002,1.290460113639815,1.323612068965517,-0.0091440678770271,-0.0087046845747156,-0.0004393833023114,-0.0082276047673971,36.926722625426976,1.3177429561699945,1.2870370438300058,-102.5640837740616,-0.0081999999999999,98.63872743958397
2013-03-22,1.2988,1.2898,1.3011,1.2889,0.70%,0.0089999999999998,1.0,1.30138,1.2968754108399574,1.3231915254237288,-0.0084638624819015,-0.0086565201561528,0.0001926576742513,-0.00672988681554,48.55017369986728,1.3146483398398263,1.2881116601601734,-54.111223896306505,-0.0167999999999999,100.24698981167026
2013-03-25,1.2852,1.2972,1.3049,1.283,-1.05%,-0.0136,0.0,1.30033,1.2878943255784516,1.3225583333333333,-0.0089193840386332,-0.0087090929326489,-0.0002102911059842,-0.0080271688792838,36.74376826559476,1.315217239325567,1.285442760674433,-99.85494837319324,-0.0002999999999999,99.75937281689046
2013-03-26,1.2861,1.2852,1.289,1.2828,0.07%,0.0009000000000001,0.0,1.299325,1.286514075133489,1.321960655737705,-0.009102833873239,-0.0087878411207669,-0.0003149927524721,-0.0017076767833578,37.896933283591984,1.3152232124119223,1.2834267875880778,-130.18029864611592,-0.0040999999999999,99.44328462073766
2013-03-27,1.278,1.2862,1.2868,1.275,-0.63%,-0.0080999999999999,2.0,1.29753,1.2799647865692667,1.3212516129032257,-0.0097889802237338,-0.0089880689413603,-0.0008009112823735,-0.0118302018093248,31.864580125664844,1.3145653317054775,1.2804946682945226,-157.05947848716514,0.0070999999999998,99.08512947743836
2013-03-28,1.2816,1.278,1.2845,1.2755,0.28%,0.0036,2.0,1.29633,1.2812226430544462,1.3206222222222224,-0.0099278244559024,-0.0091760200442687,-0.0007518044116336,-0.0063575748178011,37.006702667865206,1.3143259176657216,1.2783340823342784,-131.44671944998686,0.012,98.67570064675085
2013-03-29,1.282,1.2816,1.2839,1.2793,0.03%,0.0003999999999999,2.0,1.29532,1.2818206099356415,1.32001875,-0.0098915591169357,-0.0093191278588021,-0.0005724312581335,-0.0129350169387126,37.610355708371394,1.314175639949219,1.276464360050781,-106.45507547520523,0.0169999999999999,99.75101151571741
2013-04-01,1.2849,1.2814,1.2868,1.2771,0.23%,0.0028999999999999,2.0,1.294435,1.2841893715236097,1.3194784615384614,-0.0095190827503159,-0.0093591188371049,-0.000159963913211,-0.0002334267040149,42.24057761632815,1.3135121591176424,1.2753578408823576,-86.7719955284229,0.016,99.90669465826917
2013-04-02,1.282,1.2847,1.2879,1.2809,-0.23%,-0.0028999999999999,2.0,1.29328,1.2825052395823715,1.3189106060606062,-0.0093501159929891,-0.0093573182682817,7.202275292595567e-06,-0.0031879325091361,38.90873616473503,1.3124353867646965,1.2741246132353037,-74.01569503534807,0.0262,100.31298904538342
2013-04-03,1.2851,1.282,1.2865,1.279,0.24%,0.0030999999999998,2.0,1.2927000000000002,1.2845012091343937,1.318405970149254,-0.0088638871547075,-0.0092586320455669,0.0003947448908593,0.0055555555555554,44.325301149510175,1.3121200113827234,1.273279988617277,-67.38887966754734,0.0219,100.27309612983768
2013-04-04,1.2936,1.2849,1.295,1.2746,0.66%,0.0085000000000001,2.0,1.29185,1.291500279031014,1.3180411764705884,-0.0077038629975958,-0.0089476782359727,0.0012438152383768,0.0093632958801498,56.52150093796291,1.3093660077162468,1.274333992283753,-31.139691258004824,0.0166999999999999,100.90483619344775
2013-04-05,1.299,1.2936,1.3041,1.29,0.42%,0.0053999999999998,2.0,1.29177,1.2972692951610032,1.3177652173913044,-0.0062764496209686,-0.0084134325129718,0.0021369828920032,0.0132605304212167,62.53724208006993,1.3091316758832066,1.2744083241167936,52.223429513194695,0.0121999999999999,101.09736166238619
2013-04-08,1.3009,1.2975,1.3039,1.2963,0.15%,0.0019,0.0,1.29159,1.3000621450371546,1.3175242857142857,-0.0049350123643978,-0.007717748483257,0.0027827361188592,0.0124523309206942,64.52969152333154,1.3084637603833145,1.2747162396166856,76.61802025439013,0.0027000000000001,101.4742589703588
2013-04-09,1.3082,1.3008,1.3104,1.3004,0.56%,0.0073,2.0,1.29183,1.3063220334701129,1.317392957746479,-0.0032454531193422,-0.0068232894104741,0.0035778362911319,0.0204368174726989,71.29720235490129,1.3095274693403454,1.2741325306596547,121.61042024459086,0.0096,101.79752548439811
2013-04-10,1.307,1.3082,1.3123,1.3052,-0.09%,-0.0012,0.0,1.292375,1.3068435461854109,1.317248611111111,-0.0019804656410868,-0.0058547246565966,0.0038742590155097,0.0170414753715664,68.80717557504332,1.3112577824666825,1.2734922175333176,122.02165001884572,-0.004,101.03586889301175
2013-04-11,1.3103,1.3069,1.3139,1.3044,0.25%,0.0033,0.0,1.2928650000000002,1.309502356812018,1.3171534246575345,-0.0007035613132102,-0.0048244919879193,0.0041209306747091,0.0129097093382807,71.91906201415885,1.3130960105895264,1.272633989410474,118.10466823028514,-0.0051000000000001,100.86989992301771
2013-04-12,1.3112,1.3098,1.3127,1.3037,0.07%,0.0008999999999999,1.0,1.293045,1.3108082361873887,1.3170729729729729,0.0003766749700344,-0.0037842585963286,0.004160933566363,0.0093918398768283,72.77379912420021,1.313882968887784,1.272207031112216,111.83427792378896,-0.006,100.79175955108002
2013-04-15,1.3036,1.3134,1.3135,1.3023,-0.58%,-0.0075999999999998,0.0,1.293445,1.3052634391201667,1.3168933333333332,0.0006124535398694,-0.0029049161690889,0.0035173697089584,0.0020754862018603,56.12756079618801,1.3147904272189088,1.272099572781091,85.30275872408195,0.0030999999999998,99.64837180859196
2013-04-16,1.3178,1.3034,1.3203,1.3028,1.09%,0.0141999999999999,1.0,1.29492,1.3149069474892694,1.3169052631578948,0.0019229643448415,-0.0019393400663028,0.0038623044111444,0.0073383274728635,70.6171849595526,1.3187059401194965,1.2711340598805037,113.71176630871985,-0.0179,100.82631981637337
2013-04-17,1.303,1.3177,1.3203,1.3003,-1.12%,-0.0148000000000001,0.0,1.295405,1.3057477571129084,1.3167246753246753,0.0017471769203059,-0.0012020366689811,0.002949213589287,-0.0030604437643458,50.54267868295835,1.3194460591762434,1.2713639408237565,72.55695992075363,-0.0013999999999998,99.44287567732579
2013-04-18,1.3052,1.3031,1.3098,1.3022,0.17%,0.0021999999999999,0.0,1.296175,1.3053264054875942,1.316576923076923,0.0017650394575468,-0.0006086214436755,0.0023736609012223,-0.0038922384186828,52.84199523592048,1.320445569138684,1.271904430861316,55.28166642972562,-0.0039,99.54240390482
2013-04-19,1.3052,1.305,1.3129,1.3046,0.00%,0.0,0.0,1.296495,1.305229170497137,1.316432911392405,0.0017589199131338,-0.0001351131723136,0.0018940330854474,-0.0045759609517998,52.84199523592048,1.321078047218076,1.2719119527819238,60.96031489640168,-0.0023999999999999,100.12273703590057
2013-04-22,1.3067,1.3079,1.3094,1.3015,0.11%,0.0015,0.0,1.29757,1.3063605778070315,1.31631125,0.0018537388465638,0.0002626572314618,0.0015910816151019,0.0023780300705737,54.75156753307655,1.321952918956555,1.2731870810434445,47.13782404153029,0.0033,99.1576870541812
2013-04-23,1.2999,1.3066,1.3085,1.2973,-0.52%,-0.0067999999999999,2.0,1.29826,1.3013909025708537,1.3161086419753083,0.00136445181325,0.0004830161478194,0.0008814356654305,-0.0135832448019426,45.18164753372301,1.3220500819670689,1.274469918032931,21.621731459919783,0.0167999999999999,99.76208749040676
2013-04-24,1.3016,1.2998,1.3035,1.2955,0.13%,0.0017,2.0,1.2994400000000002,1.3015517467471205,1.315931707317073,0.0011011704986796,0.0006066470179915,0.0004945234806881,-0.0010744435917113,47.81290178242337,1.321258331259453,1.2776216687405473,6.967479757682497,0.0163999999999999,99.72418020226786
2013-04-25,1.3013,1.3013,1.3094,1.2989,-0.02%,-0.0003000000000001,0.0,1.300425,1.3013580954031816,1.315755421686747,0.0008584153889883,0.0006570006921908,0.0002014146967974,-0.0029880478087649,47.35011798955652,1.320566486382193,1.2802835136178068,19.58188858766096,0.0051000000000001,99.7011952191235
2013-04-26,1.3028,1.3013,1.3049,1.2992,0.12%,0.0015,2.0,1.301465,1.3024672527853496,1.3156011904761904,0.0007780982473328,0.0006812202032192,9.687804411360664e-05,-0.0018387986515476,50.13463546891748,1.319654097370616,1.2832759026293836,7.870700676041138,0.0087000000000001,99.70153822606565
2013-04-29,1.31,1.3032,1.3117,1.3028,0.55%,0.0072,0.0,1.30272,1.308261673719696,1.315535294117647,0.0012806634697128,0.0008011088565179,0.0004795546131948,0.0025254457794444,61.43183233285773,1.3195062851286672,1.2859337148713326,45.05402601304925,-0.0023999999999999,100.77698284483422
2013-04-30,1.3167,1.3098,1.3186,1.3056,0.51%,0.0066999999999999,1.0,1.304455,1.3147526939353145,1.3155488372093025,0.0021942896300426,0.0010797450112229,0.0011145446188197,0.0129240710823908,68.97807343880348,1.3192829217410182,1.2896270782589816,85.4857814269054,-0.0087999999999999,101.16011063306698
2013-05-01,1.318,1.3169,1.3245,1.3161,0.10%,0.0013,0.0,1.3061,1.3172506216773805,1.3155770114942529,0.0029887911558845,0.0014615542401552,0.0015272369157293,0.0125998770743699,70.27994383841707,1.3190704116722347,1.2931295883277654,137.88237661614642,-0.0028000000000001,101.28333205256284
2013-05-02,1.3064,1.318,1.3216,1.3037,-0.88%,-0.0116,0.0,1.30674,1.3089039896178571,1.3154727272727271,0.0026518474378871,0.0016996128797016,0.0009522345581855,0.0039191577653116,49.07552120875859,1.3182998943721218,1.2951801056278782,46.97019765032047,-0.0020999999999999,100.27632790911882
2013-05-03,1.3115,1.3065,1.316,1.3035,0.39%,0.0051000000000001,1.0,1.307365,1.3109009206810442,1.3154280898876405,0.0027644773176569,0.0019125857672926,0.0008518915503642,0.0066779244703716,55.8352721926418,1.3185070068115827,1.2962229931884175,39.09128917798176,-0.0122000000000002,100.1145038167939
2013-05-06,1.3076,1.3115,1.3143,1.3054,-0.30%,-0.0039,1.0,1.3077,1.308361750926395,1.315341111111111,0.0025101049748252,0.0020320896087992,0.000478015366026,-0.0018320610687022,49.98125975577069,1.3184184052230823,1.296981594776918,16.87182169841517,-0.01,99.30887825624669
2013-05-07,1.3079,1.3075,1.3133,1.3068,0.02%,0.0002999999999999,1.0,1.307685,1.308006557906091,1.3152593406593407,0.0023061368432639,0.0020868990556921,0.0002192377875718,-0.0066833751044276,50.44242819335892,1.318401298457558,1.296968701542442,18.14002907683476,-0.0159,99.23368740515933
2013-05-08,1.3152,1.3079,1.3196,1.3072,0.56%,0.0072999999999998,1.0,1.3080950000000002,1.3135399749014056,1.315258695652174,0.0027023881721743,0.0022099968789886,0.0004923912931857,-0.002124430955994,60.63318836914592,1.3193164972263012,1.2968735027736993,79.89841147788479,-0.0264999999999999,100.67360685854257
2013-05-09,1.3043,1.3154,1.318,1.3011,-0.83%,-0.0108999999999999,1.0,1.307795,1.3064323019003246,1.3151408602150538,0.0021125293766237,0.0021905033785156,-7.797400189188007e-05,-0.0016074709124311,44.77149086452391,1.3190888688536786,1.2965011311463217,-7.43743612790582,-0.0161,99.45101029355699
2013-05-10,1.2993,1.3042,1.3051,1.2936,-0.38%,-0.0050000000000001,1.0,1.3072,1.3009459158231518,1.3149723404255318,0.0012274544869288,0.0019978936001982,-0.0007704391132694,-0.0093023255813955,39.32629282960093,1.3189818772518993,1.2954181227481003,-111.73616251568082,-0.0153999999999998,99.36524931171611
2013-05-13,1.2976,1.2957,1.2999,1.2942,-0.13%,-0.0016999999999998,1.0,1.3069000000000002,1.2983721344207275,1.3147894736842105,0.0003844191233568,0.0016751987048299,-0.0012907795814731,-0.0076475986540226,37.53535907714185,1.3193542108710643,1.294445789128936,-120.80005708925567,-0.0093,99.21247801819712
2013-05-14,1.292,1.2976,1.303,1.2916,-0.43%,-0.0056,0.0,1.30561,1.2934704925586296,1.3145520833333333,-0.0007271831600499,0.001194722331854,-0.0019219054919039,-0.0121568927288019,31.99687306233949,1.3186417668552002,1.2925782331447997,-121.91353972421253,-0.0014,98.2360097323601
2013-05-15,1.2887,1.2919,1.2943,1.2843,-0.26%,-0.0033,0.0,1.304895,1.289800882898145,1.3142855670103093,-0.0018530575056245,0.0005851663643582,-0.0024382238699828,-0.0201490267639902,29.079382326590306,1.3199429199471793,1.289847080052821,-154.0073277071863,-0.0028999999999999,98.80395614505865
2013-05-16,1.2882,1.2886,1.293,1.2846,-0.04%,-0.0004999999999999,0.0,1.304045,1.2885694345149568,1.314019387755102,-0.0027539213660534,-8.265118172405967e-05,-0.0026712701843293,-0.0123437859388177,28.623111438536327,1.3208395448536712,1.2872504551463286,-133.0171804670945,0.0054,99.14569383514201
